prefLabel;technicalName;description;partOfGroup;conceptsFromScheme;freeConcepts;referencePeriodStart;referencePeriodEnd;dataset.referencePeriodStart;dataset.referencePeriodEnd;valueDomainType;quantity.prefLabel;quantity.id;unit.prefLabel;unit.id;unit.symbol;valueRangeMin;valueRangeMax;codeList.prefLabel;codeList.id;codeList.description;codeList.owner;codeList.referenceId;codeList.codeListType;codeList.codeItems;missingValues;defaultMissingValue;qualityStatement;source.dataset.prefLabel;source.dataset.id;source.description;dataType;dataFormat;unitType.prefLabel;unitType.id;unitType.description;dataset.unitType.prefLabel;dataset.unitType.id;dataset.unitType.description;study.unitType.prefLabel;study.unitType.id;study.unitType.description;instanceQuestions;id;dataset.prefLabel;dataset.id;study.prefLabel;study.referencePeriodStart;study.referencePeriodEnd;published;lastModifiedDate;variable.prefLabel;variable.id;variable.description;ownerOrganizationIdAsString
Vyötärönympärys;VYO;Asiakkaan/potilaan vyötärön ympärysmitta senttimetreinä;Asiakas/potilas;"terveydenhuolto;asiakkaat";;2019-01-01;;1994-01-01;;enumerated;;;;;;;;FinLOINC - Fysiologiset mittaukset;174616f7-f6fb-47ec-864c-3566ed1bba61;FinLOINC - Fysiologiset mittaukset -luokitus sisältää potilaan tilaa kuvaavia kliinisiä mittaustuloksia ja löydöksiä.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.96;external;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;2c84105b-8af3-4102-9d6a-96c1f0a9cc77;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tupakointi;TUPAKOINTI;Tupakointistatus, henkilön ilmoitus omasta tupakoinnistaan tai tupakansavulle altistumisestaan.;Asiakas/potilas;"terveydenhuolto;asiakkaat";;2019-01-01;;1994-01-01;;enumerated;;;;;;;;AR/YDIN - Tupakointistatus;a9359e19-2b07-4986-a0a5-1042adbe5454;AR/YDIN - Tupakointistatus -luokitus on tarkoitettu kuvaamaan henkilön ilmoitusta omasta tupakoinnistaan tai tupakansavulle altistumisestaan. Tietoa voidaan käyttää potilaskertomuksessa. ;AR Kliininen asiantuntijaryhmä;1.2.246.537.6.251;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;cd3f87d6-cff9-4b48-994f-81a25d02290c;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Audit C;AUDITC;Kolmen kysymyksen pikatesti alkoholin ongelmakäytön tunnistamiseksi (AUDIT-C), ilmoitetaan kokonaispistemäärä.;Asiakas/potilas;"terveydenhuolto;asiakkaat";;2019-01-01;;1994-01-01;;enumerated;;;;;;;;THL/Testi - AUDIT - Alkoholin ongelmakäytön tunnistaminen 3 kysymyksellä;9b52fc6f-1f1d-4917-b40f-2dd22de87052;THL/Testi - AUDIT-C - Alkoholin ongelmakäytön tunnistaminen kolmella kysymyksellä on alkoholin ongelmakäytön tunnistamiseen tarkoitettu seulontatesti. Se mittaa alkoholin juomisen tiheyttä, annosmääriä ja humalajuomista viimeksi kuluneen vuoden jaksolla.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.809;external;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;e26cc6ce-b0b9-4a44-a2dc-0a52f990f908;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Audit full;AUDIT_TESTI;Kymmenen kysymyksen Audit-testi alkoholin suurkulutuksen tunnistamiseksi (AUDIT), ilmoitetaan kokonaispistemäärä.;Asiakas/potilas;"terveydenhuolto;asiakkaat";;2019-01-01;;1994-01-01;;enumerated;;;;;;;;THL/Testi - AUDIT - Alkoholin ongelmakäytön tunnistaminen 10 kysymyksellä;20e309a2-77d2-4abf-94c4-1f3e1f319baf;THL/Testi - AUDIT - Alkoholin ongelmakäytön tunnistaminen 10 kysymyksellä (Alcohol Use Disorders Identification Test) on alkoholin ongelmakäytön tunnistamiseen tarkoitettu testirakenne. Testi mittaa alkoholin juomisen tiheyttä, annosmääriä ja humalajuomista viimeksi kuluneen vuoden jaksolla sekä selvittää riippuvuusoireita ja alkoholista aiheutuvia haittoja. ;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.808;external;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;938dee28-7095-423d-bf4f-51060f199d03;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Saapumispäivä ja -kellonaika;TUPVA;Potilaan/asiakkaan sisäänkirjoituspäivä ja -kellonaika.;Tulotiedot / Hoidon alkamistiedot;"hoitojaksot;terveydenhuolto";;1994-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;d23950f8-3d3d-413f-9045-08c32f19e304;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Saapumistapa;SATAP;Hoitoon saapumisen tapa;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitojaksot;vuodeosastohoito;päivystys;ajanvaraus";;1994-01-01;2018-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Saapumistapa;09a8388f-77b1-44fb-9707-7f793dd02c60;Kuvaa hoitoon saapumistapaa (Lähde: Hilmo-opas 2015).;Terveyden ja hyvinvoinnin laitos;;internal;"1:Päivystys (Potilas on tullut hoidettavaksi äkillisen hoidontarpeen vuoksi ilman
ennalta varattua aikaa tai erillistä sopimusta lähetteellä tai ilman
lähetettä. Päivystyspotilaaksi katsotaan myös: Henkilö, joka on saapunut toisen laitoksen päivystyspisteestä
ensimmäisen hoitovuorokauden aikana; vastasyntynyt, joka on siirretty vuodeosastohoitoon.)
;2:Hoidonvaraus (Potilas on tullut suunnitellusti ja sovittuna aikana hoitoon);3:Siirto ajanvarauspoliklinikalta osastohoitoon (Potilas on tullut ajanvarauskäynnille avohoitoyksikköön, ja hänet on
ajanvarauskäynnin yhteydessä päätetty ottaa vuodeosastohoitoon.);4:Erikoisalasiirto samassa sairaalassa (Potilas on siirretty pääerikoisalalta toiselle pääerikoisalalle, esim.
sisätaudeista kirurgiaan. Potilaan siirtyessä siirtoviivepotilaaksi erikoisalahoitojakso ei
katkea.);5:Sairaalasiirto (Potilas on siirretty toisesta sairaalasta.);9:Muu tapa (Potilas on tullut hoidettavaksi tavalla, joka ei sisälly tämän luokitukset
muihin luokkiin)";;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;736833e1-6d1c-40a9-a6eb-143f4ccf66a1;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Mistä tuli (aikaisempi hoitopaikka);TULI;Kuvaa sitä, mistä/millaisesta palvelusta asiakas/potilas tuli hoitoon.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Mistä Tuli;e5327dbe-e86d-4781-9eef-fdea0cf45b3a;Luokitusta käytetään hoitoilmoituksissa kuvaamaan sitä mistä/millaisesta palvelusta asiakas/potilas tuli hoitoon;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.26;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;4bedadad-dc6a-4564-9cbb-ccef90b8d2f7;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähtöpaikan koodi;LPKOD;Palveluntuottaja, josta asiakas/potilas tuli hoitoon.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a9dfe851-4fc2-4dc9-b7d5-3221a5a9d2e3;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähtöpaikan koodin tarkennin;LPKODTAR;Palveluntuottajan palveluyksikkö, josta asiakas/potilas tuli hoitoon.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;1995-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;871dc99b-03fb-4d0b-9d7e-478822149aca;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähetteen antaja/lähettäjä;LANT;Alkuperäinen lähettäjä eli se hoitoyhteisö tai laitos, jonka lääkäri on lähetteen kirjoittanut ja käyttänyt ammattitaitoaan arvioidessaan potilaan tarvitsevan lähetteen kohteena olevan laitoksen tai erikoisalan palveluita.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Lähetteen antaja/Lähettäjä;9633909b-d3aa-490b-94a9-673a2b08171c;Terveydenhuollon hoitoilmoituksissa lähettäjäksi merkitään alkuperäinen lähettäjä eli se hoitoyhteisö / laitos, jonka lääkäri on lähetteen kirjoittanut ja käyttänyt ammattitaitoaan arvioidessaan potilaan tarvitsevan lähetteen kohteena olevan laitoksen tai erikoisalan palveluita.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.28;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a6dcb7c1-a299-406f-aabf-043a7cd743da;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähettäjäyhteisön koodi;LANTKO;Palveluntuottaja, joka lähetti lähetteen.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;b515c79a-2f81-441b-870e-956ee43b28ce;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähettäjäyhteisön koodin tarkennin;LANTTAR;Lähettävän palveluntuottajan palveluyksikkö.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;1995-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;c155a7ab-b2d7-45f6-ac97-76f46d92ec07;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähetteen saapumispäivä;LANTTUPVA;Päivä, jolloin lähete on tullut ensimmäistä kertaa tietyn terveysongelman arviointia varten kyseisen laitoksen tai erikoissairaanhoidon yksikköön.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;2009-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;293acf59-f42a-417c-84c5-c6ecc6368215;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähetteen käsittelypäivä;LANTKASPVA;Päivä, jolloin lääkäri ottaa kantaa lähetteeseen/päivystyspotilaaseen ja tekee suunnitelman jatkotoimista (hoitotarpeen arviointi alkaa).;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;2009-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;4d4e023a-89cd-4ad7-a95c-96ce356fbf45;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lähetteen tunniste;LANTTUNNISTE;Saapuvan lähetteen yksilöivä tunniste;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;2019-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;6965c500-ae8d-42a4-ba43-3c3a4c27930e;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Kiireettömän hoidon perusteet;HKRITKAYTTO;Kiireettömän hoidon perusteet -luokitusta käytetään kiireettömän hoidon perusteiden toteutumisen luokittamiseen.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;2009-01-01;2014-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Kiireettömän hoidon perusteet;82d9b33a-f361-4f4d-8a54-565bba5dd938;;Terveyden ja hyvinvoinnin laitos;;internal;;;(null);;;;;Character;Koodisto oli vuosina 2009 - 2011: K = Kyllä, E = Ei. Vuosina 2012 - 2014: 1 = Kiireettömän hoidon perusteet toteutuivat, 2 = Kiireettömän hoidon perusteita ei ole käytettävissä, 3 = Kiireettömän hoidon perusteet eivät toteutuneet.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;4bb5d064-c269-46ad-ae9c-fa1d1d7ac7c0;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Ostopalvelun tilaaja;OSTAJA;Ostopalvelun tilaaja.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;2005-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Ostopalvelun tilaaja;fa70c438-b39d-4f5c-b6db-9e70c02a94c6;;Terveyden ja hyvinvoinnin laitos;;internal;"1:Sairaanhoitopiiri;2:Kunta/terveyskeskus;3:Puolustusvoimat;4:Vakuutusyhtiö;9:Muu";;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;75dfc5a7-17d7-4eed-8b55-44dcb0c74d32;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tilaajayhteisön koodi;TILAKO;Tilaajayhteisön koodi;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitopaikat";;2005-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;6d9bf36b-4633-4505-bfe2-371015e1e7cc;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Palveluseteli;PALSET;Tieto siitä, että käyttikö potilas tai asiakas kunnan tai kuntayhtymän hänelle myöntämää palveluseteliä hakeutuessaan valitsemaansa hoitoon tai palveluun.;Tulotiedot / Hoidon alkamistiedot;terveydenhuolto;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei. ;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;6882862b-de56-4a58-9c71-597045a9e6ea;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Palvelusetelin antaja;PALSETANTAJA;Palvelusetelin antaneen organisaation tunnus.;Tulotiedot / Hoidon alkamistiedot;terveydenhuolto;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;3e2583a9-9ebd-47c2-9f2a-43751b04a6e7;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Palvelusetelin antajan OID-tunnus;PALSETANTAJAOID;Palvelusetelin antaneen organisaation OID-tunnus.;Tulotiedot / Hoidon alkamistiedot;terveydenhuolto;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;THL - SOTE - organisaatiorekisteri;92fce4a7-cee9-406b-a192-299d96d0a30f;THL - SOTE-organisaatiorekisteriin kootaan tiedot sosiaali- ja terveydenhuollon Y-tunnuksen omaavista organisaatioista, niiden toimintayksiköistä ja toimintayksiköiden palveluyksiköistä. Rekisterin avulla tunnistetaan valtakunnalliseen Kanta-järjestelmään liittyneet sosiaali- ja terveydenhuollon yksiköt. Rekisteriä käytetään Kanta-palveluissa potilasasiakirjojen tallentamiseen Potilastiedon arkistoon, reseptiasiakirjojen tallentamiseen Reseptikeskukseen, sosiaalihuollon asiakasasiakirjojen tallentamiseen Sosiaalihuollon asiakastiedon arkistoon sekä näiden asiakirjojen luovuttamiseen. SOTE-organisaatiorekisterin ylläpidosta vastaavat sosiaali- ja terveydenhuollon toimintayksiköt ja THL. ;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.202;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;9e69efa7-904d-4685-9a4d-5b62d651dd50;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Ostopalvelu;OSTOPAL;Tieto siitä, toteutettiinko hoito tai palvelu ostopalveluna.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;ostopalvelut";;2017-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;45f8bb1e-0c01-4c24-8cf5-bb893f33ea6d;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Ostopalvelun tilaaja;OSTOPALTILAAJA;Ostopalvelun tilanneen organisaation tunnus.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;ostopalvelut";;2017-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a42a7b43-fe69-4d0c-856d-bbf6d3978e08;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Ostopalvelun tilaajan OID-tunnus;OSTPALTILAAJAOID;Ostopalvelun tilanneen organisaation OID-tunnus.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;ostopalvelut";;2017-01-01;;1994-01-01;;enumerated;;;;;;;;THL - SOTE - organisaatiorekisteri;92fce4a7-cee9-406b-a192-299d96d0a30f;THL - SOTE-organisaatiorekisteriin kootaan tiedot sosiaali- ja terveydenhuollon Y-tunnuksen omaavista organisaatioista, niiden toimintayksiköistä ja toimintayksiköiden palveluyksiköistä. Rekisterin avulla tunnistetaan valtakunnalliseen Kanta-järjestelmään liittyneet sosiaali- ja terveydenhuollon yksiköt. Rekisteriä käytetään Kanta-palveluissa potilasasiakirjojen tallentamiseen Potilastiedon arkistoon, reseptiasiakirjojen tallentamiseen Reseptikeskukseen, sosiaalihuollon asiakasasiakirjojen tallentamiseen Sosiaalihuollon asiakastiedon arkistoon sekä näiden asiakirjojen luovuttamiseen. SOTE-organisaatiorekisterin ylläpidosta vastaavat sosiaali- ja terveydenhuollon toimintayksiköt ja THL. ;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.202;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;6a6eaa2f-6847-4b8c-82bc-b03063a12d18;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
